DIC8	DIC	archive museum
DID	DI	museums & museology
DID1	DID	collection building & collection management
DID2	DID	display techniques - types of museums - types of exhibits - visitor routing
DID3	DID	museum administration
DID4	DID	conservation & restoration techniques - safety measures
DID5	DID	museums by theme
DID6	DID	theoretical museology
DIE	DI	on-line retrieval systems - information networks
DIE1	DIE	on-line retrieval systems
DIE2	DIE	information networks (sn: application and object of systems)
DIE3	DIE	Internet
DIE4	DIE	hypermedia
DIF	DI	performance evaluation of documentation and information systems
DIF1	DIF	cost-benefit analysis of information and documentation systems
DIF2	DIF	performance of information and documentation systems
DIG	DI	global information systems (us: for global information infrastructure: see: OOV)
DIH	DI	information supports
DIJ	DI	legal aspects
DIK	DI	information market
DIV	DI	automation projects in documentation and information
DIW	DI	man & society
DIY	DI	training & education
DIZ	DI	professions & careers
DO	-	Home Economics - Personal Care - Hotel & Catering - Clothing
DO1	DO	general aspects of the subject field
DO2	DO	organisations in the subject field
DO3	DO	publications in the subject field
DO31	DO3	documentation systems and information systems in the subject field
DO4	DO	the home
DO5	DO	hotel industry & catering - cuisine
DO51	DO5	horeca & catering
DO52	DO5	haute cuisine
DO53	DO5	industrial kitchens - hotel equipment
DO6	DO	services to the home
DO7	DO	food & drink - kitchen utensils & tableware
DO71	DO7	food & drink
DO72	DO7	kitchen utensils & tableware
DO8	DO	the dwelling
DO9	DO	interior decoration; fitting out the home
DOA	DO	fixed installations & equipment
DOB	DO	clothing & adornment - haute couture
DOB1	DOB	clothing & adornment
DOB2	DOB	haute couture
DOC	DO	hygiene - body care - toilet articles
DOC1	DOC	personal care
DOC2	DOC	manicure - pedicure - face lifting
DOC3	DOC	articles for personal care
DOD	DO	industrial cleaning
DOE	DO	refuse collection & disposal
DOF	DO	infrastructure (sn: energy, telecom, water, sewage)
DOY	DO	training & education
DOZ	DO	professions & careers
EC	-	Economics(sn: macroeconomics;nt: generic field; rf: Commerce and Movement of Goods, see: CO; Financial Affairs - Taxation - Customs, see: FI)
EC1	EC	general aspects of the subject field
EC2	EC	organisations in the subject field
EC3	EC	publications in the subject field
EC31	EC3	documentation systems and information systems in the subject field
EC4	EC	economic principles & theories
EC41	EC4	basic concepts of economics
EC42	EC4	market research
EC43	EC4	market organisation
EC5	EC	national economy
EC6	EC	productive activity - products
EC61	EC6	productive activity
EC62	EC6	product development
EC63	EC6	products
EC64	EC6	up-stream products
EC65	EC6	by-products
EC66	EC6	primary products
EC67	EC6	trade mark; brand; trade name (sn: economic and commercial aspects; us: for legal aspects, see: JUG)
EC7	EC	undertakings - establishing, liquidation & take-over - types & structure
EC71	EC7	establishment - liquidation - takeover
EC72	EC7	companies
EC73	EC7	entrepreneur (nt: entrepreneurs on the Internet)
EC8	EC	business administration - production - financing - personnel management (rf: business logistics, see: COG)
EC81	EC8	business administration
EC82	EC8	financing
EC83	EC8	product development
EC84	EC8	production
EC85	EC8	maintenance
EC86	EC8	personnel management
EC87	EC8	Integrated Resource Planning; IRP
EC88	EC8	subcontracting
EC89	EC8	company representation
EC9	EC	client systems & consumers - distribution logistics - quality (sn: theoretical aspects; us: for practical applications, see: CO5)
EC91	EC9	client systems & consumers (sn: theoretical aspects; for practical application, see: CO5)
EC92	EC9	distribution of goods & services
ECA	EC	economic policy - local development - job creation
ECB	EC	prices & costs - accountancy & debiting - cost-benefit analysis
ECB1	ECB	prices & costs
ECB2	ECB	accountancy & debiting (sn: accountancy theory; us: for applied accountancy, see: COA)
ECB3	ECB	cost-benefit analysis
ECC	EC	Commerce & Movement of Goods (sn: microeconomics 1; us: for detailed breakdown, see: CO)
ECD	EC	econometry
ECE	EC	international economy
ECE1	ECE	european economic cooperation (sn: economic aspects; rf: EU-aspects, see: CEPB)
ECE2	ECE	international economy
ECF	EC	Financial Affairs - Taxation - Customs (sn: micro-economics 2; us: for detailed breakdown, see FI)
ECG	EC	management & organisation - production management - efficiency & productivity - corporate culture
ECH	EC	economic geography
ECJ	EC	legal aspects
ECK	EC	economics & government
ECK1	ECK	deregulation (nt: reduction or elimination of government involvement in establishing market entry and exit, pricing, service, etc.)
ECK2	ECK	nationalisation & denationalisation
ECM	EC	monetary policy
ECQ	EC	quality management
ECW	EC	man & society
ECY	EC	training & education
ECZ	EC	professions & careers
ED	-	Education - Training
ED1	ED	general aspects of the subject field
ED11	ED1	educational policy
ED12	ED1	school inspection
ED2	ED	organisations in the subject field
ED21	ED2	private educational institutions
ED22	ED2	public educational institutions
ED3	ED	publications in the subject field
ED31	ED3	documentation systems and information systems in the subject field
ED4	ED	methods of instruction - pedagogy
ED41	ED4	teaching techniques
ED42	ED4	teaching aids & learning aids
ED43	ED4	conventional pedagogical systems
ED44	ED4	courses and programmes of instruction
ED45	ED4	examinations - certificates
ED46	ED4	disciplines & subjects
ED47	ED4	scholarly publications (sn: publications produced as spinoff from education)
ED48	ED4	special pedagogical systems
ED49	ED4	pedagogy of labour
ED4A	ED4	learning - pedagogic interaction
ED5	ED	primary education
ED6	ED	secondary education
ED7	ED	higher education
ED8	ED	student life
ED9	ED	special education schemes
ED91	ED9	study tours
ED92	ED9	out-of-school education
ED93	ED9	private tuition
EDA	ED	European educational institutions (sn: curricular aspects)
EDB	ED	vocational training - career education
EDB1	EDB	training centres
EDB2	EDB	vocational training & re-training
EDB3	EDB	career education
EDC	ED	continuing education
EDC1	EDC	andragology (nt: science and theory of adult education)
EDC2	EDC	adult education
EDC3	EDC	adult basic education
EDC4	EDC	parent education
EDC5	EDC	education for the elderly
EDC6	EDC	community education
EDC7	EDC	adult education organisations
EDC8	EDC	programmes - counselling - strategy
EDC9	EDC	managerial aspects of adult education
EDD	ED	managerial aspects of education
EDD1	EDD	school fees & scholarships
EDD2	EDD	organisational aspects
EDE	ED	special schools & special education schemes
EDE1	EDE	Open University - open school
EDE2	EDE	special schools
EDF	ED	professions & skills
EDF1	EDF	general aspects of profession and skills
EDF2	EDF	vocational guidance
EDF3	EDF	skills and craftmanship
EDF4	EDF	application
EDJ	ED	legal aspects
EDV	ED	computer assisted instruction
EDW	ED	man & society - impact of education
EDY	ED	training & education (sn: subjects in relation to training and education only)
EDZ	ED	professions & careers
EL	-	Electrical Engineering
EL1	EL	general aspects of the subject field
EL11	EL1	organisational aspects & scientific organisation
EL12	EL1	units & symbols
EL13	EL1	technological aspects
EL13C	EL13	conductors (sn: matter)
EL13D	EL13	dielectrics & insulators (sn: matter)
EL13M	EL13	electric materiels
EL13O	EL13	optical materials
EL13P	EL13	properties of matter
EL13S	EL13	semi-conducting materials
EL2	EL	organisations in the subject field
EL3	EL	publications in the subject field
EL31	EL3	documentation systems and information systems in the subject field
EL4	EL	electricity & magnetism (us: practical applications only; for pure science see: PHB)
EL5	EL	networks - basic circuits - basic systems
EL51	EL5	networks
EL52	EL5	basic circuits
EL52A	EL52	amplifiers
EL52G	EL52	generators
EL52L	EL52	logical circuits
EL52M	EL52	modulators
EL52P	EL52	power supplies
EL52R	EL52	rectifiers
EL53	EL5	basic systems
EL6	EL	components
EL61	EL6	passive components
EL61C	EL61	capacitors
EL61L	EL61	coils
EL61R	EL61	resistors
EL61T	EL61	transformers (sn: power transformers and signal transformers)
EL62	EL6	active componants
EL62I	EL62	integrated circuits
EL62O	EL62	opto-electric components
EL62S	EL62	semiconductors
EL63	EL6	electron tubes
EL64	EL6	permanent magnets and magnet systems
EL65	EL6	switches & relays
EL66	EL6	mounting devices - wiring and connectors
EL67	EL6	insulating materials
EL7	EL	measuring equipment - control equipment
EL71	EL7	analog measurement instruments
EL72	EL7	digital measurement instruments
EL73	EL7	analog signal generators
EL74	EL7	digital signal generators
EL75	EL7	control systems
EL76	EL7	sensors & actuators
EL8	EL	electroacoustics (sn: audio systems; (rf: music theory: AR7; perception: ME5; sound & acoustics: PH8; acoustics in building: BA6)
EL81	EL8	sound recording
EL82	EL8	sound reproduction
EL9	EL	video systems & television (rf: optics: PH9; perception: ME5; electro-optics: PHB)
EL91	EL9	video recording & televising
EL92	EL9	video reproduction
ELA	EL	telecommunications technology (sn: transmitters and receivers; rf: telecommunications - signalling - postal services, see: OO)
ELA1	ELA	modulation & demodulation
ELA2	ELA	audio transmitters & transmission systems - receivers & tuners
ELA3	ELA	video transmitters & transmission systems - video receivers & tuners
ELA4	ELA	telephone & telegraph technique
ELB	EL	transmission (sn: transmission of analog and digital signals) - commutation
ELB1	ELB	transmission - general (us: for theoretical aspects, see: electricity, PHB and magnetism, PHC)
ELB1A	ELB1	analog commutation
ELB1D	ELB1	digital commutaition
ELB1P	ELB1	parameters of commutation & properties of commutation
ELB1S	ELB1	signals (sn: commutation)
ELB2	ELB	microwave transmission (sn: engineering aspects)
ELB3	ELB	light wave transmission (sn: engineering aspects; nt: strictly speaking not related to electricity, but commonly used in connection with electrical transmission systems)
ELB4	ELB	transmission media (sn: infrastructure aspects)
ELB4A	ELB4	analog transmission medium
ELB4C	ELB4	copper cable (sn: transmission medium)
ELB4D	ELB4	digital transmission medium
ELB4F	ELB4	optical fibre cable (sn: transmission medium)
ELB4P	ELB4	parameters of transmission media & properties of transmission media
ELB4T	ELB4	transmission media
ELB5	ELB	aerials
ELB6	ELB	telecommunication satellites
ELC	EL	electrical energy - generation & distribution
ELC1	ELC	generators
ELC2	ELC	transport - transformation - switching stations - protective relays
ELD	EL	electric motors
ELD1	ELD	electric traction
ELD2	ELD	electrical driving of machines & parts (sn: fixed machines)
ELE	EL	electric lighting
ELE1	ELE	lighting of premises
ELE2	ELE	street lighting
ELE3	ELE	light sources & light fixtures
ELE4	ELE	advertisement illumination
ELE5	ELE	stage lighting
ELF	EL	electro-heating
ELF1	ELF	induction heating
ELF2	ELF	resistance heating
ELF3	ELF	arc furnaces (rf: electrometallurgy, see: SID)
ELG	EL	electrochemical power sources (rf: electrochemistry see: CHC)
ELG1	ELG	dry cells
ELG2	ELG	wet cells - storage batteries
ELG3	ELG	fuel cells; FC
ELH	EL	applications
ELH1	ELH	general aspects
ELH2	ELH	avionics
ELH3	ELH	applications in vehicle transport
ELH4	ELH	applications in rail transport
ELH5	ELH	maritime applications
ELH6	ELH	industriel applications
ELH7	ELH	military applications
ELH8	ELH	astronomical & spatial applications
ELW	EL	man & society
ELY	EL	training & education
ELZ	EL	professions & careers
EN	-	Environment - Environmental Protection
EN1	EN	general aspects of the subject field
EN2	EN	organisations in the subject field
EN21	EN2	environmental protection authorities
EN3	EN	publications in the subject field
EN31	EN3	documentation systems and information systems in the subject field
EN4	EN	environmental protection policy
EN5	EN	environment affected
EN51	EN5	polluted biosphere
EN52	EN5	polluted soil
EN53	EN5	polluted atmosphere
EN54	EN5	polluted space
EN6	EN	environmental impact & environmental reactions
EN61	EN6	biotic environment (sn: impact and reactions on the biosphere)
EN62	EN6	abiotic environment (sn: impact and reactions)
EN7	EN	solid waste & liquid waste
EN71	EN7	solid & liquid waste
EN72	EN7	disposal of liquid waste & disposal of solid waste
EN73	EN7	recycling of liquid waste & recycling of solid waste
EN8	EN	water pollution - waste water
EN81	EN8	 waste water
EN82	EN8	waste water & polluted water - remedies & disposal
EN9	EN	air pollution & toxic gases
EN91	EN9	air pollution & toxic gases
EN92	EN9	polluted air - remedies - protective measures
ENA	EN	soil pollution & polluted land
ENA1	ENA	soil pollution
ENA2	ENA	polluted land - remedies - disposal
ENB	EN	environmental management & environmental statistics - exposure measurement
ENB1	ENB	measurement of environmental pollution & measurement of environmental nuisances
ENB2	ENB	environmental management & environmental statistics
ENC	EN	physical nuisances
ENC1	ENC	types of physical nuisances
ENC2	ENC	protective measures against physical nuisances
ENC3	ENC	noise & vibration
ENC4	ENC	temperature & humidity
ENC5	ENC	ambient light
ENC6	ENC	radiation
ENC7	ENC	obnoxious odours
END	EN	dangerous substances (sn: the use of dangerous substances and their impact on environment)
END1	END	xenobiotic substances
ENE	EN	hazardous raw materials (sn: impact on the environment)
ENF	EN	pollution control technology
ENG	EN	chorology (sn: the study of the reciprocal relations between man and environment)
ENH	EN	natural heritage
ENJ	EN	legal aspects
ENW	EN	man & society
ENY	EN	training & education
ENZ	EN	professions & careers
ER	-	Earth Resources - Energy
ER1	ER	general aspects of the subject field
ER11	ER1	organisational aspects & scientific organisation
ER12	ER1	energy principles
ER13	ER1	availability-concept
ER2	ER	organisations in the subject field
ER3	ER	publications in the subject field
ER31	ER3	documentation systems and information systems in the subject field
ER4	ER	energy sources
ER41	ER4	conventional sources of energy (nt: primary sources of energy; us: for nuclear energy, see: AT; for extraction, tapping and mining techniques, see: MI)
ER42	ER4	alternative sources of energy (nt: primary sources of energy)
ER43	ER4	nuclear energy
ER5	ER	electricity (sn: secondary energy)
ER51	ER5	electricity - production
ER52	ER5	electricity - transport & transformation
ER53	ER5	electricity - distribution
ER54	ER5	electricity - managerial aspects of distribution
ER55	ER5	electricity companies
ER6	ER	energy policy - energy market
ER61	ER6	managerial aspects
ER62	ER6	energy market & raw materials market
ER63	ER6	energy saving
ER64	ER6	energy crisis mechanism
ER65	ER6	energy resources management
ER66	ER6	energy research policy
ER67	ER6	liberalisation of the energy market
ER7	ER	fossil raw materials
ER71	ER7	coal (sn: energy source; us: for winning and preparation, see: MI)
ER72	ER7	crude oil (sn: energy source; us: for drilling, see: MIF; us: for oil products (plastics, etc.), see: IC7)
ER73	ER7	Liquefied Petroleum Gas; LPG (sn: energy source; us: for production and liquefaction, see: IC)
ER74	ER7	natural gas (sn: energy source; us: for tapping of natural gas, see: MIG; for products from natural gas, see: IC7)
ER8	ER	useful soils & stone - minerals (us: for winning, see: MIK)
ER9	ER	precious stones & semiprecious stones (us: for extraction, see: MIL)
ERA	ER	ores (us: for extraction, see: MI)
ERB	ER	water (us: for tapping, see: MIH)
ERB1	ERB	drinking water (us: for collecting and tapping, see: MIH)
ERB2	ERB	mineral water (us: for tapping, see: MIH)
ERB3	ERB	water for industry
ERC	ER	living space
ERJ	ER	legal aspects
ERY	ER	training & education
ERZ	ER	professions & careers
FI	-	Financial Affairs - Taxation & Customs(sn: microeconomics 2; nt: further breakdown of ECF)
FI1	FI	general aspects of the subject field
FI2	FI	organisations in the subject field
FI3	FI	publications in the subject field
FI31	FI3	documentation systems and information systems in the subject field
FI4	FI	theories of finance and taxation
FI5	FI	public finances
FI51	FI5	international finance
FI6	FI	taxation
FI7	FI	customs
FI8	FI	money & currency
FI9	FI	stock exchange & capital market
FIA	FI	financial transactions - payment systems - cash
FIA1	FIA	financial structure; financial situation
FIA2	FIA	accounts - credit - funds
FIA3	FIA	payment systems & payment
FIA4	FIA	international payments
FIA5	FIA	invoicing
FIB	FI	property funds - management, investment & interest
FIC	FI	banking systems & trust companies
FID	FI	savings institutions - savings schemes
FID1	FID	savings institutions
FID2	FID	saving schemes
FIE	FI	loan institutions & loans
FIF	FI	lotteries & betting
FIG	FI	communications networks & services
FIH	FI	electronic money
FIJ	FI	legal aspects
FIP	FI	post office banks
FIP1	FIP	giro system
FIP2	FIP	postal savings bank
FIY	FI	training & education
FIZ	FI	professions & careers
GE	-	Generic Concepts - Civilisation - Science & Culture - Heritage
GE1	GE	general aspects of the subject field
GE11	GE1	organisational aspects & scientific organisation
GE12	GE1	generic subjects
GE2	GE	organisations in the subject field
GE3	GE	publications in the subject field
GE31	GE3	documentation systems and information systems in the subject field
GE4	GE	science - knowledge & skill
GE41	GE4	general aspects of science
GE42	GE4	knowledge & skills
GE43	GE4	theory of science
GE44	GE4	methodology & research methods - analysis
GE45	GE4	value analysis
GE46	GE4	education & debate
GE5	GE	museum (sn: the museum as a display of civilisation and life; us: for museology (museum science), see: DID)
GE6	GE	exhibitions & fairs (sn: exhibitions and fairs as displays of human knowledge and skills; us: for commercial aspects, see: CO; for artistic aspects, see: AR)
GE7	GE	communication & exchange of knowledge
GE8	GE	culture & civilisation
GE9	GE	general knowledge - creativity & vision
GEA	GE	scientific policy
GEB	GE	futurology
GEC	GE	trends
GED	GE	science - research & development
GED1	GED	science parks
GEJ	GE	legal aspects
GEW	GE	man & society
GEY	GE	training & education
GEZ	GE	professions & careers
GO	-	Earth Sciences - Geography - Universe(sn: astronomy - geology - physical geography - social geography)
GO1	GO	general aspects of the subject field
GO11	GO1	geological nomenclature
GO2	GO	organisations in the subject field
GO21	GO2	observatories
GO3	GO	publications in the subject field
GO31	GO3	documentation systems and information systems in the subject field
GO4	GO	astronomy
GO41	GO4	theoretical astronomy
GO42	GO4	practical astronomy
GO43	GO4	descriptive astronomy
GO5	GO	subject fields related to astronomy
GO51	GO5	astrophysics
GO52	GO5	astrochemistry & cosmochemistry
GO53	GO5	astrobiology
GO6	GO	geomorphology (nt: structure of the earth)
GO61	GO6	weathering
GO62	GO6	wind action
GO63	GO6	groundwater hydrology
GO64	GO6	hydrogeology (nt: do not confuse with hydrography; us: for hydrography, see: GOP)
GO65	GO6	glaciology
GO66	GO6	oceanography
GO67	GO6	coasts & islands
GO68	GO6	reefs
GO69	GO6	speleology
GO7	GO	genetic physiography
GO71	GO7	erosion & denudation
GO72	GO7	landscape formation & coastal formation
GO8	GO	sedimentology
GO81	GO8	clastic sediments
GO82	GO8	carboniferous sediments
GO83	GO8	siliceous sediments
GO84	GO8	evaporites; hydatogenic rock
GO85	GO8	organic sediments
GO86	GO8	petroleum geology
GO87	GO8	pedology; soil science
GO88	GO8	cryopedology (nt: science dealing with frozen ground)
GO9	GO	stratigraphy
GO91	GO9	lithostratigraphic rock units
GO92	GO9	facies & geological chronology
GO93	GO9	paleontology
GO94	GO9	paleobiology
GO95	GO9	phylogeny
GO96	GO9	palynology
GOA	GO	tectonic geology
GOB	GO	geophysics
GOC	GO	vulcanology
GOD	GO	mineral deposits
GOE	GO	petrology & petrography
GOE1	GOE	general
GOE2	GOE	igneous rocks & metamorphic rocks
GOE3	GOE	structural petrology(nt: textural & structural features of rocks dealing with spatial physical data rather than the interpretation of chemical and mineralogical facts)
GOF	GO	geological & mineral nomenclature - docimacy
GOF1	GOF	sampling & essaying
GOF2	GOF	geochemistry
GOG	GO	epirogeny & orogeny
GOH	GO	chronometry - time & calendars - geological time scale
GOH1	GOH	chronometry
GOH2	GOH	time and calendars
GOH3	GOH	geological time scale
GOJ	GO	legal aspects
GOK	GO	human geography; anthropogeography (nt: distribution and spatial organisation of human characteristics, such as urban centres and agriculture)
GOL	GO	administrative geography
GOM	GO	atmosphere - climatology - meteorology - magnetosphere
GOM1	GOM	atmosphere
GOM2	GOM	climatology
GOM3	GOM	meteorology
GOM4	GOM	magnetosphere
GON	GO	voyages & expeditions
GOO	GO	geodesy
GOP	GO	hydrography & oceanography
GOQ	GO	underwater activities
GOY	GO	training & education
GOZ	GO	professions & careers
HI	-	History - Ethnology - Folklore
HI1	HI	general aspects of the subject field
HI2	HI	organisations in the subject field
HI3	HI	publications in the subject field
HI31	HI3	documentation & information systems in the subject field
HI4	HI	science of history
HI41	HI4	historical research & communication
HI5	HI	auxiliary sciences
HI51	HI5	paleontology
HI52	HI5	archaeology
HI6	HI	prehistory - antiquity
HI61	HI6	prehistory
HI62	HI6	antiquity
HI7	HI	iron age - middle ages
HI71	HI7	iron age
HI72	HI7	middle ages
HI8	HI	modern history
HI9	HI	history of civilisation - history of manners & customs
HI91	HI9	history of civilisation
HI92	HI9	history of manners & customs
HIA	HI	local history
HIB	HI	ethnology - ethnography (nt: history and culture of peoples without written records)
HIC	HI	folklore
HID	HI	biography - genealogy
HIE	HI	political history - military history
HIE1	HIE	political history
HIE2	HIE	military history
HIE3	HIE	heraldry - political honours & military honours
HIF	HI	industrial archaeology
HIG	HI	numismatics - philately
HIG1	HIG	numismatics
HIG2	HIG	philately
HIJ	HI	legal aspects
HIY	HI	training & education
HIZ	HI	profesions & careers
IC	-	Chemical Industry - Chemical Engineering - Chemical Products
IC1	IC	general aspects of the subject field
IC2	IC	organisations in the subject field
IC3	IC	publications in the subject field
IC31	IC3	documentation systems and information systems in the subject field
IC4	IC	chemical engineering
IC5	IC	chemical products - general aspects
IC6	IC	explosives & ignition material
IC7	IC	petro-chemistry - natural gas (sn: crude oil derivatives; rf: energy market & raw materials market, see: ER6)
IC71	IC7	crude oil - processing
IC72	IC7	natural gas
IC73	IC7	oil products from crude oil (us: for plastics, etc., see: ICA)
IC8	IC	glass - enamel
IC81	IC8	glass (sn: glass as raw material; us: for finished products, see: INK1)
IC82	IC8	enamel (us: for metal finishing, see: SID; for artistic use, see: AR)
IC9	IC	pigments & dyestuffs - paints & varnish
IC91	IC9	pigments & dyestuffs (nt: colouring matter for dyestuffs; sn: use in non-edible products; us: for E-additives, see: ICE)
IC92	IC9	paints & varnish
ICA	IC	plastics - resins - fibres - composite materials - synthetic rubbers - tar coal derivatives
ICA11	-	thermoplastic materials
ICA12	-	thermosetting materials
ICA13	-	tar coal derivatives
ICA14	-	synthetic precious stones
ICA2	ICA	synthetic rubbers (nt: elastomers)
ICA3	ICA	synthetic fibres - synthetic fabrics
ICA4	ICA	composite materials
ICA5	ICA	synthetic oils & synthetic lubricants
ICA6	ICA	synthetic coolants
ICB	IC	detergents - soaps - cosmetics
ICB1	ICB	detergents - soaps
ICB2	ICB	cosmetics
ICC	IC	cement - ceramics - refractory materials
ICC1	ICC	cement - concrete - refractory materials - rockwool (rf: building, see: BA; us: for products, see: INC)
ICC2	ICC	ceramics & china (sn: raw materials for ceramic products; us: for finished products, see: INK2)
ICD	IC	pharmaceutical products (rf: pharmacology, see: MED)
ICE	IC	food chemicals
ICF	IC	chemicals for processing (sn: semi-finished products)
ICG	IC	agrochemicals
ICH	IC	adhesives & anti-adhesives - anti-set-off
ICH1	ICH	adhesives
ICH2	ICH	anti-set-off & anti-adhesives
ICJ	IC	legal aspects
ICK	IC	chemicals for manufacturing, processing & conditioning (nt: e.g. for:)
ICL	IC	sales & distribution of chemical products (rf: energy market & raw materials market, see: ER6)
ICM	IC	products from the mining industry (sn: processing & application; rf: the mining industry & preparation of products, see: MI)
ICM1	ICM	ores
ICM2	ICM	coal
ICM3	ICM	coal - chemical treatment & processing
ICM4	ICM	coal derivatives (sn: other than plastics & resins; us: for plastics & resins, see: ICA1)
ICM5	ICM	crude oil (us: for crude oil products, see: IC7)
ICM6	ICM	organic minerals
ICM7	ICM	stone - rockwool
ICM8	ICM	precious stones and semi-precious stones
ICM9	ICM	minerals and useful soils
ICMA	ICM	marine deposits
ICN	IC	products of radio-chemistry
ICS	IC	metals & non-ferrous metals - metal products (us: for further breakdown of the subject field, see: SI (metallurgy))
ICW	IC	man & society
ICY	IC	training & education
ICZ	IC	professions & careers
IN	-	Industries & Crafts - Finished Products(sn: manufacture / manufacturing processes & types of products only; us: for use, refer to respective subject fields)
IN1	IN	general aspects of the subject field
IN2	IN	organisations in the subject field
IN3	IN	publications in the subject field
IN31	IN3	documentation systems and information systems in the subject field
IN4	IN	precious metals and gemstones
IN5	IN	ironworking industry
IN6	IN	the working of non-ferrous metals
IN7	IN	timber- & woodworking industry (sn: wood, cork, bast, bark)
IN71	IN7	plaiting; wicker-work
IN8	IN	leather industry
IN9	IN	papermaking industry
INA	IN	textile industry
INA1	INA	textile industry - manufacturing processes - fabrics
INA2	INA	fabric & fibres
INA3	INA	clothing - wigs - fashion
INB	IN	plastic products & rubber products
INC	IN	stone & rockwool - earthenware - concrete products & lime
INC1	INC	stone
INC2	INC	earthenware
INC3	INC	concrete finished products - lime & lime products
INC4	INC	rockwool
IND	IN	items for domestic use; fancy goods (rf: domestic economy, see: DO)
IND1	IND	household utensils
IND2	IND	products from natural materials (sn: ambergris, amber, meerschaum, mussels, mother-of-pearl, corals, corozo, ivory, horn, etc.)
INE	IN	precision mechanics & electronic apparatus
INE1	INE	measuring instruments - gauges - actuators
INE2	INE	clocks & watches
INE3	INE	automatic machines (sn: mechanical systems)
INE4	INE	printing machines - duplicating machines
INE5	INE	optical instruments
INE6	INE	video equipment & television equipment
INE7	INE	audio equipment
INE8	INE	telephone & telegraph equipment
INE9	INE	personal computers
INEA	INE	musical instruments
INEB	INE	lighting appliances
INF	IN	sanitary equipment & kitchens
INF1	INF	household appliances & kitchens (sn: domestic use)
INF2	INF	stove fitting
INF3	INF	sanitary equipment & plumbing
INF4	INF	equipment for restaurants & canteens
ING	IN	furniture & cabinet making - upholstery
INH	IN	saddlery - strap-making - footwear - gloves
INI	IN	travel outfits - sports equipment - toys
INI1	INI	travel outfit
INI2	INI	sports equipment & games equipment
INI3	INI	toys
INJ	IN	legal aspects
INK	IN	glazing - china & pottery
INK1	INK	glazing & mirror making - hollow glass (rf: glass as raw material, see: IC81)
INK2	INK	china - pottery & tiles
INL	IN	furniture industry (nt: furniture in metal, plastic & wood)
INM	IN	miscellaneous articles
INM1	INM	decorative items - theatre items
INM2	INM	promotional gifts & presents - souvenirs
INM3	INM	distinguishing items
INN	IN	office equipment - writing materials
INO	IN	packaging products & packaging materials (rf: packaging technology, see: TE7)
INP	IN	production machines (sn: machines used for manufacturing all products mentioned under IC)
INQ	IN	mechanical products & plants
INQ1	INQ	basic equipment & spare parts
INQ2	INQ	stand-alone equipment
INQ3	INQ	defence industry
INR	IN	scientific apparatus
INS	IN	power plants (sn: design & building; us: for use, see: ER)
INT	IN	motor vehicles - carriages - aircraft - ships - transport systems (us: for subject field 'transport facilities', see: TR)
INT1	INT	motor vehicle industry
INT2	INT	rolling stock industry
INT3	INT	aircraft industry (nt: civil & military aircraft)
INT4	INT	shipyards
INT5	INT	internal transport systems (sn: cranes, lifts, escalators, conveyor belts, etc.)
INT6	INT	cycles & motor cycles
INT7	INT	spacecraft & rockets
INT8	INT	special transport
INT9	INT	mobile dwellings
INU	IN	machines for the mining industry (sn: design & construction; for use, see: MI)
INV	IN	automation of production & manufacturing
INW	IN	man & society - craftmanship
INX	IN	machines for steel works (sn: design & building; us: for use, see: SI)
INY	IN	training & education
INZ	IN	professions & careers
JU	-	Law - Legislation - Jurisprudence
JU1	JU	general aspects of the subject field
JU11	JU1	general aspects & scientific organisation
JU12	JU1	legal systems
JU13	JU1	philosophy of law - theory of jurisprudence
JU14	JU1	concepts of law
JU141	JU14	Equity and Trusts
JU15	JU1	legal classifications
JU16	JU1	history of law
JU17	JU1	sources of law
JU18	JU1	law schools
JU19	JU1	terms and phraseological elements particular to legal language
JU2	JU	organisations in the subject field
JU21	JU2	law society
JU3	JU	publications in the subject field
JU31	JU3	documentation systems and information systems in the subject field
JU4	JU	constitutional law
JU41	JU4	national constitutional law
JU42	JU4	community constitutional law (sn: generic aspects; nt: see further: JUJ)
JU43	JU4	fundamental rights
JU44	JU4	law of administrative areas
JU5	JU	administrative law
JU51	JU5	organisation of national administrations & organisation of European Community administrations
JU52	JU5	national public service - European Community public service
JU53	JU5	non-contentious administrative procedures
JU54	JU5	contentious jurisdiction & administrative procedures
JU55	JU5	public domain
JU551	JU55	administrative environmental law (sn: tasks and duties of the administration)
JU552	JU55	transport law (sn: public transport)
JU56	JU5	public finance (rf: fiscal law, see: JU8)
JU6	JU	criminal law
JU61	JU6	general theory of criminal law
JU62	JU6	general criminal law
JU63	JU6	special criminal law
JU64	JU6	criminal procedures
JU65	JU6	Law of Criminal Procedure (nt: Common Law)
JU66	JU6	penalties
JU67	JU6	criminology
JU7	JU	international public law - law of nations
JU71	JU7	sources of international public law
JU72	JU7	international relations & international organisations (sn: legal aspects; us: for international Organsations, see: OR)
JU73	JU7	conflicts between States
JU74	JU7	territorial sovereignty
JU75	JU7	position of the individual
JU8	JU	tax law; fiscal law
JU81	JU8	general theory of taxation
JU82	JU8	tax administration
JU83	JU8	taxes & charges
JU84	JU8	customs law
JU9	JU	civil law
JU91	JU9	Law of Civil Procedure (nt: Common Law)
JU92	JU9	rights of the individual
JU93	JU9	property law
JU931	JU93	Law of Personal Property (nt: Common Law)
JU932	JU93	Law of Real Property (nt: Common Law)
JU94	JU9	family law
JU941	JU94	Matrimonial Law (nt: Common Law)
